Address,Domain,Alias,Name,status,country,countryCode,region,regionName,city,zip,lat,lon,timezone,isp,org,as,query,message
"['104.21.23.89', '172.67.209.223', '2606:4700:3034::ac43:d1df', '2606:4700:3037::6815:1759']",https://binanlink.buzz,,['binanlink.buzz'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.23.89,
"['104.21.25.218', '172.67.134.200', '2606:4700:3034::ac43:86c8', '2606:4700:3035::6815:19da']",https://wap.bitcoinexap.vip/,,['wap.bitcoinexap.vip'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.25.218,
"['104.21.26.143', '172.67.136.128', '2606:4700:3030::ac43:8880', '2606:4700:3035::6815:1a8f']",https://kerrysexchange.com/,,['kerrysexchange.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.26.143,
"['104.21.26.143', '172.67.136.128', '2606:4700:3030::ac43:8880', '2606:4700:3035::6815:1a8f']",https://www.kerrysexchange.com/,,['www.kerrysexchange.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.26.143,
"['104.21.26.234', '172.67.168.150', '2606:4700:3036::6815:1aea', '2606:4700:3037::ac43:a896']",https://qing889.ctnint.net/,,['qing889.ctnint.net'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.26.234,
"['104.21.28.182', '172.67.147.20', '2606:4700:3031::6815:1cb6', '2606:4700:3036::ac43:9314']",http://www.mitcsx.com/,,['www.mitcsx.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.28.182,
"['104.21.28.185', '172.67.147.23', '2606:4700:3035::6815:1cb9', '2606:4700:3035::ac43:9317']",https://www.difxotc.com,,['www.difxotc.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.28.185,
"['104.21.3.192', '172.67.131.31', '2606:4700:3031::ac43:831f', '2606:4700:3033::6815:3c0']",https://wap.megamwap.vip/,,['wap.megamwap.vip'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.3.192,
"['104.21.3.196', '172.67.131.35', '2606:4700:3030::ac43:8323', '2606:4700:3035::6815:3c4']",https://www.nexos.vip/,,['www.nexos.vip'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.3.196,
"['104.21.3.218', '172.67.153.155', '2606:4700:3032::ac43:999b', '2606:4700:3035::6815:3da']",https://www.kucoinex.com/,,['www.kucoinex.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.3.218,
"['104.21.30.145', '172.67.173.42', '2606:4700:3031::ac43:ad2a', '2606:4700:3035::6815:1e91']",https://www.bestmine.cc/,,['www.bestmine.cc'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.145,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/zb/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/simuliadc/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/geb/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/tcex/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/lake/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/benson/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/cto/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/yhk/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/mhn/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/boniry/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/ghkm/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.30.29', '172.67.150.114', '2606:4700:3030::ac43:9672', '2606:4700:3036::6815:1e1d']",https://www.fglines.com/mtoken/,,['www.fglines.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.30.29,
"['104.21.31.224', '172.67.180.8', '2606:4700:3030::ac43:b408', '2606:4700:3035::6815:1fe0']",https://www.goldcopytrade.com/,,['www.goldcopytrade.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.31.224,
"['104.21.31.233', '172.67.180.190', '2606:4700:3031::6815:1fe9', '2606:4700:3036::ac43:b4be']",https://wap.bqbwap.xyz/,,['wap.bqbwap.xyz'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.31.233,
"['104.21.32.63', '172.67.184.61', '2606:4700:3037::6815:203f', '2606:4700:3037::ac43:b83d']",https://dot-ex.vip/,,['dot-ex.vip'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.32.63,
"['104.21.33.121', '172.67.144.142', '2606:4700:3033::6815:2179', '2606:4700:3033::ac43:908e']",http://www.omhyusq.site/,,['www.omhyusq.site'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.33.121,
"['104.21.33.158', '172.67.164.199', '2606:4700:3030::6815:219e', '2606:4700:3036::ac43:a4c7']",https://inceptial.biz/,,['inceptial.biz'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.33.158,
"['104.21.33.192', '172.67.148.233', '2606:4700:3034::6815:21c0', '2606:4700:3035::ac43:94e9']",http://www.dbontrade.com/,,['www.dbontrade.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.33.192,
"['104.21.33.213', '172.67.166.220', '2606:4700:3032::6815:21d5', '2606:4700:3032::ac43:a6dc']",https://cbimful.com/,,['cbimful.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.33.213,
"['104.21.34.168', '172.67.163.74', '2606:4700:3032::ac43:a34a', '2606:4700:3037::6815:22a8']",https://a003.baiy.world/,,['a003.baiy.world'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.34.168,
"['104.21.39.233', '172.67.171.212', '2606:4700:3030::6815:27e9', '2606:4700:3034::ac43:abd4']",https://www.ishares.top/,,['www.ishares.top'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.39.233,
"['104.21.39.248', '172.67.172.120', '2606:4700:3032::6815:27f8', '2606:4700:3033::ac43:ac78']",https://etradest.xyz/,,['etradest.xyz'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.39.248,
"['104.21.39.81', '172.67.170.20', '2606:4700:3033::6815:2751', '2606:4700:3037::ac43:aa14']",https://www.ltddir.com/,,['www.ltddir.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.39.81,
"['104.21.41.103', '172.67.146.131', '2606:4700:3031::ac43:9283', '2606:4700:3035::6815:2967']",https://www.zmgty.top/,,['www.zmgty.top'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.41.103,
"['104.21.41.214', '172.67.151.172', '2606:4700:3035::6815:29d6', '2606:4700:3037::ac43:97ac']",https://www.od-688.com/,,['www.od-688.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.41.214,
"['104.21.42.155', '172.67.206.148', '2606:4700:3034::ac43:ce94', '2606:4700:3037::6815:2a9b']",https://futureassets.online/,,['futureassets.online'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.42.155,
"['104.21.42.233', '172.67.167.174', '2606:4700:3033::ac43:a7ae', '2606:4700:3037::6815:2ae9']",http://www.impvcu.com/,,['www.impvcu.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.42.233,
"['104.21.44.84', '172.67.197.229', '2606:4700:3030::ac43:c5e5', '2606:4700:3033::6815:2c54']",https://b05.jhgcsp.com,,['b05.jhgcsp.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.44.84,
"['104.21.45.234', '172.67.220.17', '2606:4700:3030::6815:2dea', '2606:4700:3031::ac43:dc11']",https://www.risheng58.com/,,['www.risheng58.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.45.234,
"['104.21.46.204', '172.67.141.176', '2606:4700:3031::6815:2ecc', '2606:4700:3037::ac43:8db0']",https://www.rgztop.com/,,['www.rgztop.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.46.204,
"['104.21.48.207', '172.67.156.49', '2606:4700:3034::6815:30cf', '2606:4700:3034::ac43:9c31']",https://www.ramines.biz/,,['www.ramines.biz'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.48.207,
"['104.21.49.6', '172.67.139.252', '2606:4700:3031::6815:3106', '2606:4700:3035::ac43:8bfc']",https://royalqs.com/,,['royalqs.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.49.6,
"['104.21.49.68', '172.67.159.238', '2606:4700:3031::ac43:9fee', '2606:4700:3037::6815:3144']",https://dfmt5.net/,,['dfmt5.net'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.49.68,
"['104.21.49.90', '172.67.189.112']",https://www.amgofx.com/,,['www.amgofx.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.49.90,
"['104.21.50.126', '172.67.163.56', '2606:4700:3036::ac43:a338', '2606:4700:3037::6815:327e']",http://www.bit360che.me/,,['www.bit360che.me'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.50.126,
"['104.21.51.159', '172.67.182.129', '2606:4700:3031::ac43:b681', '2606:4700:3032::6815:339f']",https://www.winwithmdc.com/cp101/kimeelva,,['www.winwithmdc.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.51.159,
"['104.21.51.239', '172.67.191.182', '2606:4700:3034::ac43:bfb6', '2606:4700:3037::6815:33ef']",https://bitkub.top/,,['bitkub.top'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.51.239,
"['104.21.51.75', '172.67.177.64', '2606:4700:3035::ac43:b140', '2606:4700:3036::6815:334b']",https://www.romanticdatin.com/,,['www.romanticdatin.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.51.75,
"['104.21.51.77', '172.67.177.97', '2606:4700:3030::6815:334d', '2606:4700:3033::ac43:b161']",https://bocrypto.net/,,['bocrypto.net'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.51.77,
"['104.21.51.96', '172.67.178.133', '2606:4700:3031::6815:3360', '2606:4700:3036::ac43:b285']",http://www.anivoasia.com/,,['www.anivoasia.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.51.96,
"['104.21.52.209', '172.67.203.231', '2606:4700:3030::6815:34d1', '2606:4700:3036::ac43:cbe7']",https://beta.acmetoy.com/,['beta.acmetoy.com'],['beta.acmetoy.com.cdn.cloudflare.net'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.52.209,
"['104.21.52.55', '172.67.195.217', '2606:4700:3031::6815:3437', '2606:4700:3037::ac43:c3d9']",https://m.xmzfxs.com/,,['m.xmzfxs.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.52.55,
"['104.21.53.34', '172.67.208.86']",https://www.pxj6666.com/,,['www.pxj6666.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.53.34,
"['104.21.55.251', '172.67.174.211', '2606:4700:3032::ac43:aed3', '2606:4700:3033::6815:37fb']",https://www.companyghj.com/,,['www.companyghj.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.55.251,
"['104.21.56.251', '172.67.157.61', '2606:4700:3031::6815:38fb', '2606:4700:3035::ac43:9d3d']",https://scamrecoveryservices.com/,,['scamrecoveryservices.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.56.251,
"['104.21.58.90', '172.67.158.106', '2606:4700:3031::6815:3a5a', '2606:4700:3031::ac43:9e6a']",https://zygj.nxk86z0.cn/,,['zygj.nxk86z0.cn'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.58.90,
"['104.21.59.14', '172.67.210.244', '2606:4700:130:436c:6f75:6466:6c61:7265']",https://www.bione123.com/,,['www.bione123.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.59.14,
"['104.21.59.39', '172.67.212.156', '2606:4700:3032::ac43:d49c', '2606:4700:3035::6815:3b27']",https://ext01.icejp.net/,,['ext01.icejp.net'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.59.39,
"['104.21.6.181', '172.67.135.26']",https://www.cechkk.com/,,['www.cechkk.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.6.181,
"['104.21.6.4', '172.67.134.29', '2606:4700:130:436c:6f75:6466:6c61:7265']",https://ac88.bitomax.net/,,['ac88.bitomax.net'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.6.4,
"['104.21.6.51', '172.67.154.241', '2606:4700:3031::6815:633', '2606:4700:3034::ac43:9af1']",https://m.hotgolbal.com/,,['m.hotgolbal.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.6.51,
"['104.21.60.179', '172.67.198.241']",https://sptbrokeruk.com/,,['sptbrokeruk.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.60.179,
"['104.21.60.32', '172.67.191.29', '2606:4700:3037::6815:3c20', '2606:4700:3037::ac43:bf1d']",https://www.uexos.vip/,,['www.uexos.vip'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.60.32,
"['104.21.61.106', '172.67.209.19', '2606:4700:3032::ac43:d113', '2606:4700:3036::6815:3d6a']",http://www.signgold.online/,,['www.signgold.online'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.61.106,
"['104.21.61.228', '172.67.216.9', '2606:4700:3031::6815:3de4', '2606:4700:3035::ac43:d809']",https://apollosw.com/,,['apollosw.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.61.228,
"['104.21.63.34', '172.67.169.111', '2606:4700:3034::6815:3f22', '2606:4700:3036::ac43:a96f']",https://jointpro.global/,,['jointpro.global'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.63.34,
"['104.21.64.4', '172.67.173.183', '2606:4700:3032::6815:4004', '2606:4700:3033::ac43:adb7']",https://www.ssjjf8.com/rk/311tp,,['www.ssjjf8.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.64.4,
"['104.21.65.251', '172.67.196.78', '2606:4700:3036::6815:41fb', '2606:4700:3036::ac43:c44e']",https://funds-recovery.com/,,['funds-recovery.com'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.65.251,
"['104.21.66.236', '172.67.165.219', '2606:4700:3033::6815:42ec', '2606:4700:3033::ac43:a5db']",https://www.impvcu.tw/,,['www.impvcu.tw'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.66.236,
"['104.21.67.113', '172.67.221.159', '2606:4700:3034::ac43:dd9f', '2606:4700:3036::6815:4371']",https://www.semua.in/,,['www.semua.in'],success,United States,US,NJ,New Jersey,Newark,7175,40.7357,-74.1724,America/New_York,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc.",104.21.67.113,
